fcid	name	type	area_ha	imputed	area_source
VCS_1378	"Forestry Project for the Basin of the Chinchina River, an Environmental and Productive Alternative for the City and the Region"	ARR	4539	0	NA
VCS_1397	Reforestation of pasture lands on the Peruvian Northern Andes – “Forestry PRODICOM” Grouped Project	ARR	167	0	NA
VCS_1443	"East African Afforestation, Reforestation and Revegetation Program"	ARR	4869	0	NA
VCS_872	Afognak Forest Carbon Project	IFM	1346	0	area was provided in acres (3326 ac)
VCS_720	Tree Planting in South African townships	ARR	84	0	NA
PV_1	ArBolivia	A/R	712	0	area based area planted (Table 3 of 2021 annual report)
PV_2	CommuniTree	A/R	4739	0	area = planted area from 2022 annual report
PV_3	Emiti Nibwo Bulora	A/R	378	0	NA
PV_4	EthioTrees	A/R	2000	0	area is target taken from the PDD
PV_5	Gula Gula	A/R and Improved Forest Management	1533	0	area = 1333 + 200 planned ha described in PDD
PV_6	Halo Verde	A/R and Improved Forest Management	350	0	area is estimated reforested area projected in 2029 in the PDF
PV_7	Hiniduma Bio-Link	A/R	10	0	area = 9.7 planted ha
PV_9	Scolel'te	A/R and Improved Forest Management	10081	0	NA
PV_10	Tahiry Honko	A/R and REDD+	1230	0	NA
PV_11	Trees for Global Benefits	A/R and Improved Forest Management	6677	0	NA
PV_12	Vanga	A/R and REDD+	454	0	area = sum from table 10 in PDD
PV_13	Bujang Raba	REDD+	5220	0	area is forest remaining in 2022
PV_14	Drawa Rainforest	REDD+ and Improved Forest Management	1548	0	area = eligible area from PDD
PV_15	Durian Rambun	REDD+	2516	0	area = area under mgmt (annual report as of 2018)
PV_16	Hieu Commune	REDD+	1238	0	area is total forest area enrolled from PDD
PV_17	Khasi Hills Community REDD+	REDD+	1871	0	area of plantings from PDD
PV_18	Loru Forest	REDD+	166	0	area is 'crediting area' of coastal rainforest from PDD
PV_19	Mikoko Pamoja	REDD+	125	0	area is sum of areas from 3 project zones (PDD)
PV_20	Nanga Lauk	REDD+	10599	0	area is PDD sum of two project areas
PV_21	Punan Long Adiu	REDD+	17415	0	"PDD: ""The Punan Adiu Customary Community Territory (PACT) covers a total area of 17,415 ha"""
PV_22	Rarakau	REDD+ and Improved Forest Management	738	0	area from website
PV_23	Rehabilitation of the Sahel (REACH)	REDD+	7250	0	"This project and the other Sahel project (""AGED"") appear to have identical project information, though this (""REACH"") project does not monitor mammals; 7250 ha"
PV_24	Yaeda-Eyasi Landscape REDD Project	REDD+	34073	0	NA
PV_25	Babatana Rainforest	Improved Forest Management	806	0	NA
PV_26	Rehabilitation of the Sahel (AGED)	Improved Forest Management	7250	0	"This project and the other Sahel project (""REACH"") appear to have identical project information, though this (""AGED"") project also monitors mammals; 7250 ha"
PV_27	Trees of Hope	Agroforestry	271.9	0	Verification report (2017)
PV_29	Restoration of barren uplands of tribal communities in West Bengal and Jharkhand	NA	4000	0	Project Idea Note
PV_30	Fes Enying: Agroforestry and forest conservation in Cameroon	NA	31640	0	Project Idea Note
PV_31	The Olympic Project	NA	2000	0	Project Idea Note; area is projected size of Phase 1; phase 2 area unspecified
PV_32	zeroCARBON	NA	500	0	"Project Idea Note: ""~ 180 - 200 ha in 2022; up to 450-550 ha in 2023"""
PV_33	Kukumuty project	NA	2500	0	"Project Idea Note: ""Expansion of enrichment activity from around 370 ha in two communities to more than 2500 hectares across neighbouring communities."""
PV_34	BoliTrees	NA	1000	0	"Project Idea Note: ""The project initial aim is to establish restored ecosystems across ca. 1000 hectares in Sacaba, Tarata, Tiraque and Villa Rivero. Over time the project area will be gradually extended to scale up the project impact."""
PV_35	Generation of Livelihoods through development of Orchards in Jharkhand	NA	4000	0	Project Idea Note
PV_36	"Strengthening the resilience of Peru's largest mangrove forest, Tumbes"	NA	5213.4	0	"Project Idea Note; also notes that there is an ""expansion plan"" to increase area"
PV_37	Nguru Landscape forest Project	NA	200	0	"Project Idea Note; referred to as a ""pilot area"""
PV_39	PES in the Manoka Community Forest 	NA	2700	0	Project Idea Note
PV_40	Voa Aina	NA	1850	0	"Project Idea Note; ""The project initial aim is to establish restored ecosystems accross ca. 1850 hectares"""
PV_41	"Sustainable Assisted Natural Regeneration, Reforestation and Agroforestry Initiatives (SANRRAI) "	NA	50000	0	"Project Idea Note; ""In total, 50,000 hectares of forests, agroforestry plantation and woodlots has been and will be sustainably managed in perpetuity"""
PV_42	Restoration of Mangroves Removed for Shrimp Farms and Firewood in the Gulf of Fonseca	NA	1400	0	Project Idea Note
PV_43	Horizon Laikipia & Nyeri	NA	30500	0	"Project Idea Note; ""30,500 ha (The pilot area will cover 5000ha..."""
PV_44	Restoration and Protection of Mangroves and Blue Carbon Ecosystems in North Yucatan	NA	700	0	Project Idea Note
PV_45	Conversion of Unproductive Farmland Grasslands to an Organic Moringa Food Forest in South East Sulawesi 	NA	700	0	Project Idea Note
PV_46	Restoration of Abandoned or Under-Utilised Shrimp Farms to Mangroves on Village Owned Land in South East Sulawesi	NA	350	0	"Project Idea Note; ""350ha completed in year 1 with the credits issued for that area and then sold to fund a similar level of investment in year 2"" (unclear what total projected area is)"
PV_47	Kogyae Strict Nature Reserve Agroforestry Buffer Zone	NA	80	0	"Project Idea Note; ""The pilot project currently includes 60 hectares with 30 farming families (Phases 1 and 2) with Phase 3 expanding the project to 80 hectares"
PV_48	Securing ecosystem services and community livelihoods in the Mahale – Tongwe West Corridor	NA	5837.098305	1	Project Idea Note is the only document available and does not seem to report on the area of the project
PV_49	Ecosystem restoration and rehabilitation in degraded savannas in Mosquitia	NA	100	0	"Project Idea Note: ""The total project area is approximately 500,000ha, and a pilot site of approximately 100ha has been identified in Puerto Lempira."" It wasn't clear if the 500k ha is the target area of the activities or simply the size of the wider region."
PV_50	Landscape Restoration for Ecosystem Functionality and Climate Change Mitigation in the Republic of São Tomé e Príncipe	NA	7150	0	Project Idea Note
PV_51	HACC-Kalinga 	NA	780	0	Project Idea Note; map in section B1
PV_52	Interchanging CO2 (ICCO2)	NA	200	0	Project Idea Note
PV_53	Taab Ché: Regional Blue Carbon strategy in the Yucatan Peninsula	NA	200	0	"Project Idea Note; ""Representing that for mangroves in the two pilot sites (APFFYB and Cozumel) there are at least 620 ha with degraded conditions and losses, which provides potential for restoration. However, the project contemplates the restoration of 200 ha for both sites."""
PV_54	Village Forest Protection and Restoration in Kapuas Hulu District	NA	10295	0	"Project Idea Note; Table 1: ""Bukit Belang Village Forest will be the first area added to the project, the other Village Forests have also expressed interest in joining the project."""
PV_55	Mikoko Ujamaa	NA	1426	0	Project Idea Note
PV_56	Rehabilitation and sustainable management of degraded pastures in the Kougari pastoral zone in the community of Dori	NA	6500	0	"Project Idea Note; note: treed savanna habitat: ""Conducted in the pastoral zone of Kougari including 14 villages, located in the municipality of Dori: recovery of 6500 ha of degraded land, re-vegetation of these sites with woody and herbaceous species"""
PV_57	TreeKenya	NA	5837.098305	1	Project Idea Note is the only document available and does not seem to report on the area of the project
PV_58	Mamley Kamrang – Community-led REDD+ Project (MK– CRP)	NA	898.5	0	Project Idea Note
PV_59	Village Forest Protection and Restoration in Lalan Mendis Forest Management Unit	NA	12420	0	"Project Idea Note; ""Initially the project will focus on two established village forests (Hutan Desa; HD) – Hutan Desa Muara Merang (HDMM; 7,250 ha) and Hutan Desa Kepayang (HDKP; 5,170 ha)."""
PV_60	A Carbon Fund to Reduce Deforestation & Improve Living Conditions of population in the Sangha Tri-National Forest Complex (TNS)	NA	18892	0	"Project Idea Note; ""...the project will work on four community forests with an overall area of 14,891 ha in Cameroon side and a rural land of 4,000 ha in CAR."""
PV_61	Lombok Island (as part of the CFES programme)	NA	445	0	"Project Design Document; 445 ha proposed, but starting with 100 ha"
PV_62	Laman Satong (as part of CFES programme)	REDD+	654	0	"Project Design Document; ""The protection zone (654 ha) is the area where no deforestation or forest degradation will occur. The protection zone was delineated on the basis of intact forest cover. This is where carbon benefits are counted and validated against Plan Vivo Standard."""
PV_63	"Peat Forest Ecosystem Rehabilitation and Prevention in Village Forest Work Area in four villages of Kahayan Hilir Sub-District, Pulang Pisau District, Central Kalimantan Province"	NA	16245	0	"Project Idea Note; ""Rehabilitation through agroforestry planting and peat forest ecosystem conservation in an AKHD of 16,245 hectares"""
PV_70	Sofala Community Carbon Project	REDD+	9599	0	"Project Design Document; ""Within the 55,877 ha, 9,599 ha are being managed for carbon sequestration through Reducing Emissions for Deforestation and Degradation (REDD) and approximately 1,500 ha are been managed for Agro-forestry."""
GS_12226	Bulindi Chimpanzee Habitat Restoration Project	A/R	94	0	Project Design Document (eligible area)
GS_12314	Climate Action program for community led carbon sequestration	A/R	6753.22449	1	Area not found within the 5 available documents
GS_11569	Sankofa plantation in Ghana by Alliances for Action	A/R	400	0	"Final Report (2018); ""...it is calculated that a total of 400 hectares of DAF should be established to reach this target."""
GS_12214	N'situ pelende by Colruyt group	A/R	10556	0	Project Design Document (eligible area)
GS_11857	Forest Trees and Sustainable Livelihoods	A/R	150	0	Project Design Document (eligible area)
GS_12135	Chestnut Sustainable Restoration Project	A/R	2572	0	Project Design Document (eligible area)
GS_12186	Reforestation Project in Colombia 01	A/R	1202	0	Project Design Document (eligible area)
GS_11550	AR - Romania 1	A/R	144.5	0	Project website narative (eligible area); no other documents available
GS_11743	Rai Matak Covalima Community Forestry Program	A/R	24771	0	Project Design Document (eligible area)
GS_12051	Rai Matak (Green Lands)	A/R	6753.22449	1	Area not found within the 6 available documents
GS_11899	Panama Tropical Reforestation	A/R	6753.22449	1	Area not found within the 2 available documents
GS_12095	TERRAGRN ‚Äì Land Regeneration through Agroforestry in Mpumalanga South Africa - VPA 01	A/R	14491.2	0	Project Design Document (eligible area)
GS_12094	TERRAGRN ‚Äì Land Regeneration through Agroforestry in Mpumalanga South Africa	A/R	200000	0	"Project Design Document (projected area); ""through its several Voluntary Project Activities (VPAs), TERRAGRN will transform up to 200,000 hectares of degraded land""; validation report: ""A pilot of 68 ha has been implemented so far and the registration of the project as a carbon project would be of prime importance to seek funding and implementation of the project activity."""
GS_11856	Small scale community-based afforestation program in Ethiopia ‚Äì Konea	A/R	60	0	Project website narative (planted area); PDD document was unavailable (empty file)
GS_11798	Small scale community-based afforestation program in Ethiopia	A/R	510	0	Project website narative (planted area); PDD document was unavailable (empty file)
GS_12096	Irokko GHG Compensation ARR	A/R	14	0	Project Design Document (eligible area)
GS_11654	Arctic Afforestation in East Iceland	A/R	65.6	0	Project Design Document (eligible area)
GS_11708	Reforestation Project in Costa Rica 01	A/R	1171.8	0	Project Design Document (eligible area)
GS_11648	Nature Conservation Reforestation project - Caatinga Biome Ceara	A/R	649.8	0	Project Design Document (eligible area)
GS_11707	BaumInvest Forest Landscape Restoration Programme	A/R	6753.22449	1	Area not found within the 6 available documents
GS_11154	JOil Jatropha plantation in Ghana	A/R	2863	0	Project Design Document (eligible area)
GS_11131	Conversion of intensive agricultural systems to dynamic agroforestry systems for sustainable cocoa production in Ecuador	A/R	558	0	Project Design Document (used eligible area for 3 years that had been evaluated; used planted area for 3 years with projected values)
GS_7607	San Pablo del Lago reforestation project	A/R	563.1	0	Project Design Document (eligible area)
GS_10220	Humbo Ethiopia Assisted Natural Regeneration Project	A/R	2724	0	NA
GS_5012	Aprosacao Reforestation Project: community reforestation and agroforestry with small-scale cocoa farmers in Honduras.	A/R	586	0	NA
GS_4731	ZANBAL	A/R	6753.22449	1	no area provided on web and no documents available
GS_4221	Vichada Climate Reforestation Project (PAZ)	A/R	13197	0	NA
GS_4210	WithOneSeed Timor Leste Community Forestry Program	A/R	280	0	estimated project eligible (planting) area based on projections to 2039
GS_3975	Afforestation with Hazelnut Plantations in Western Georgia	A/R	2844	0	eligible planted area
GS_3381	Reforestation Sierra Piura	A/R	213	0	213 ha planted area (plantation)
GS_3343	Afforestation on Degraded Lands in Mountainous Areas of Northern Guangdong China	A/R	831	0	NA
GS_2990	Kikonda Forest Reserve	A/R	4929	0	eligble area
GS_2951	ArBolivia- Phase II	A/R	6000	0	6000 ha is estimated eligible area in future
GS_2940	CO2OL Tropical Mix	A/R	8450	0	"planting area (PDD, p.3)"
GS_2913	BaumInvest Reforestation Project	A/R	216	0	area  from pg. 1 of PDD
GS_6504	Lake Naivasha Basin Reforestation Project	A/R	1150	0	Project Design Document (eligible area)
GS_6503	PNG Biomass Markham Valley AR project	A/R	14260	0	Project Design Document (eligible area)
GS_4894	SEKEM tree project	A/R	802.4	0	Project Design Document (eligible area)
GS_4708	Sustainable cocoa plantation system (agroforestry) in East Nicaragua	A/R	664	0	area from pg. 9 on Key Project Info
GS_5618	EcoMakala Virunga Reforestation project	A/R	3485	0	"Key Project Information (2018; eligible planted area); ""around 10,000 ha have already been planted of which around 3,485 ha are eligible in accordance with the requirements of the Gold Standard"""
GS_3660	Carbon sequestration via afforestation in Siberian settlements	A/R	6753.22449	1	no area provided on web and no documents available
GS_5993	Himalayan Oak Restoration Project	A/R	500	0	"Project Design Document (planted = eligible area); ""Planting will be undertaken on 268 ha the first year, followed by 232 ha in the second year."""
GS_4240	Bagepalli CDM Reforestation Programme	A/R	1177	0	area = planted area according to 2021 Key Project Info document
GS_3421	ACP Sustainable Forest Cover Establishment Project	A/R	2686	0	2341 ha (elligible planting area) + 345 ha (nature conservation area) from PDD
GS_3260	Afforestation on the Big Island of Hawaii: Restoring native hardwood forests and enhancing multiple ecosystem services	A/R	395	0	eligible project area
GS_2466	Reforestation in Mountanous Communities of Yunnan	A/R	65.4	0	"Certification Report; ""eligible planting area 38.2 ha and nature conservation area 27.2 ha"""
GS_3031	Afforestation Project in Tongliao Inner Mongolia	A/R	1371	0	planted area cited in SMP
GS_4544	Sustainable Forest Plantations Leon	A/R	101	0	"Project Design Document: ""...a total plantation area of 216 ha by the end of the year 2012 (Note: Only 101 hectares are included in the final certification..."""
GS_4427	Kana Smallholder Afforestation Project	A/R	418	0	"Project website narative; ""...trees are being planted across 418 ha of degraded grazing lands…"""
GS_4220	Reforestation Program in the Southeastern Region of Nicaragua on degraded pastureland	A/R	336.5	0	"Key Project Information document, Table 1; not included in review as it doesn't claim to support SDG15"
GS_3565	Vegachi ecological restoration of degraded lands	A/R	214.8	0	"Project Design Description; ""The planting area consists of 180 ha, of which 171.1 hectares are eligible for inclusion in the project ... The project maintains a total of 43.7 ha as conservation land."""
GS_3264	VisionsWald - VisionForest	A/R	58	0	Project Design Description (eligible planting area)
GS_3039	Australian Yarra Yarra Biodiversity Project	A/R	1532	0	NA
GS_3025	Conservation and reforestation of degraded areas in Barbosa Colombia	A/R	82.9	0	area is eligible planted area
GS_3007	Sodo Ethiopia	A/R	503	0	Key Project Information (eligible planting area); not included in review as it doesn't claim to support SDG15
ACR586	18 Reserves Forest Carbon Project	Forest Carbon	3626.391246	0	GHG plan
ACR424	Albany Water Board - Improved Forest Management Project	Forest Carbon	1796.401154	0	GHG plan
ACR566	Anew - 100-Mile Wilderness  Forestry Project	Forest Carbon	5254.038338	0	GHG plan
ACR754	Anew - Allagash Headwaters Forestry Project	Forest Carbon	5995.42309	0	GHG plan
ACR618	Anew - Apalachicola River Forestry Project	Forest Carbon	16187.44	0	area is from project listing document; number is approximate
ACR863	Anew - Appalachian Hollows Forestry Project	Forest Carbon	5665.604	0	area is from project listing document; number is approximate
ACR861	Anew - Arkansas River Basin Forestry Project	Forest Carbon	36826.426	0	area is from project listing document; number is approximate
ACR860	Anew - Arrowhead Forestry Project	Forest Carbon	10117.15	0	area is from project listing document; number is approximate
ACR643	Anew - Bayfield County Forest Project	Forest Carbon	64610.54802	0	GHG plan
ACR588	Anew - Big Six Forestry Project	Forest Carbon	9712.464	0	"area is approximate, taken from GHG plan supplement (2024); 2022 GHG plan lists an exact figure closer to 22k acres"
ACR590	Anew - Blue Ridge Escarpment Forestry Project	Forest Carbon	2345.15537	0	GHG plan
ACR613	Anew - Bluestone Forestry Project	Forest Carbon	6879.662	0	area is from website (and sounds approximate) as no documents available: https://acr2.apx.com/mymodule/reg/prjView.asp?id1=613
ACR596	Anew - Boone Forestry Project	Forest Carbon	15488.14259	0	GHG plan
ACR518	Anew - Burnt Mountain Forestry Project	Forest Carbon	2151.715462	0	GHG plan
ACR653	Anew - Canada Creek Forestry Project	Forest Carbon	4643.367164	0	GHG plan
ACR616	Anew - Columbia River Forestry Project	Forest Carbon	5463.261	0	"Listing document (figure is approximate and reads ""over 13,500 acres"""
ACR398	Anew - Doe Mountain Forestry Project	Forest Carbon	3434.165396	0	GHG plan
ACR592	Anew - Doyon Native Community Forest Project	Forest Carbon	69904.24558	0	GHG plan
ACR632	Anew - Eagle Mountain Forestry Project	Forest Carbon	2485.581412	0	GHG plan
ACR569	Anew - East Branch  Forestry Project	Forest Carbon	1546.709892	0	GHG plan
ACR595	Anew - Elk Forestry Project	Forest Carbon	5758.277094	0	GHG plan
ACR705	Anew - Empire Riverlands Forestry Project	Forest Carbon	19337.11114	0	GHG plan
ACR697	Anew - Evergreen Forest Project	Forest Carbon	2306.7102	0	"Listing document (figure is approximate and reads ""over 5700 acres"")"
ACR715	Anew - Fundy Bay  Forestry Project	Forest Carbon	8498.406	0	"Listing document (figure is approximate and reads ""over 21000 acres"")"
ACR856	Anew - Gingercake Ridge Forestry Project	Forest Carbon	11735.894	0	"Listing document (figure is approximate and reads ""~ 29,000 acres"")"
ACR506	Anew - Greenleaf Forestry Project	Forest Carbon	8988.07606	0	GHG plan
ACR687	Anew - Hartwood Forestry Project	Forest Carbon	2454.015904	0	GHG plan
ACR375	Anew - Hawk Mountain Forestry Project	Forest Carbon	963.15268	0	GHG plan
ACR798	Anew - High Cascades Forestry Project	Forest Carbon	63535.702	0	"Listing document (figure is approximate and reads ""over 157,000 acres"")"
ACR386	Anew - Hudson Farm Forestry Project	Forest Carbon	1284.473364	0	GHG plan
ACR698	Anew - Katahdin Forestry Project	Forest Carbon	71214.21416	0	GHG plan
ACR459	Anew - Klawock Heenya Native Community Forestry Project	Forest Carbon	3487.988634	0	GHG plan
ACR499	Anew - Kootznoowoo Native Community Forestry Project	Forest Carbon	8035.445216	0	GHG plan
ACR699	Anew - Longview Ranch Forestry Project	Forest Carbon	6687.840836	0	GHG plan
ACR855	Anew - Louisiana Lowlands Forestry Project	Forest Carbon	44515.46	0	"Listing document (figure is approximate and reads ""~110,000 acres"")"
ACR376	Anew - Massachusetts Tri-City Forestry Project	Forest Carbon	5477.829696	0	GHG plan
ACR614	Anew - Michigan DNR Big Wild Forestry Project	Forest Carbon	40983.36059	0	GHG plan
ACR368	Anew - Middlebury Forestry Project	Forest Carbon	1081.725678	0	GHG plan
ACR604	Anew - Moose Country Divide Forestry Project	Forest Carbon	9367.266842	0	GHG plan
ACR587	Anew - North Maine Woods Forestry Project	Forest Carbon	34892.43161	0	GHG plan
ACR639	Anew - Northeast Kingdom Forestry Project	Forest Carbon	4131.84406	0	GHG plan
ACR680	Anew - Quinte Forestry Project	Forest Carbon	10073.03923	0	GHG plan (lists area in hectares)
ACR576	Anew - Rainier Gateway Forestry Project	Forest Carbon	1345.985636	0	GHG plan
ACR696	Anew - Redwoods Forestry Project	Forest Carbon	1456.8696	0	"Listing document (figure is approximate and reads ""over 3600 acres"")"
ACR534	Anew - Shaan Seet Native Community Forestry Project	Forest Carbon	3598.063226	0	GHG plan
ACR374	Anew - Shafer-Tuuk Forestry Project	Forest Carbon	1258.978146	0	GHG plan
ACR505	Anew - Sharp Bingham Forestry Project	Forest Carbon	1583.536318	0	GHG plan
ACR677	Anew - Superior Watershed Forestry Project	Forest Carbon	7905.54101	0	GHG plan
ACR681	Anew - Sylvania Forestry Project	Forest Carbon	5470.140662	0	GHG plan
ACR617	Anew - Tomah Highlands Forestry Project	Forest Carbon	14825.26692	0	GHG plan
ACR673	Anew - Two-Hearted Forestry Project	Forest Carbon	9426.755684	0	GHG plan
ACR633	Anew - White Mountain Forestry Project	Forest Carbon	4596.018902	0	GHG plan
ACR932	Anew ñ Soterra Forestry Project	Forest Carbon	17806.184	0	"Listing document (figure is approximate and reads ""about 44,000 acres"")"
ACR168	Angeles National Forest Carbon Demonstration Project	Forest Carbon	18932.69493	1	no documents available
ACR272	Bear Creek Watershed Forest Carbon Project	Forest Carbon	1385.240178	0	GHG plan
ACR668	Blue Hills Forest Carbon Project	Forest Carbon	12790.55114	1	no documents available
ACR900	Calion Ouachita River Wilderness	Forest Carbon	17401.498	0	"Listing document (figure is approximate and reads ""over 43,000 acres"")"
ACR942	Cape Fox Carbon IFM	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR821	Coastal Edge IFM	Forest Carbon	1416.401	0	Listing document
ACR519	Cold Hollow Carbon - Improved Forest Management Project	Forest Carbon	3457.232498	0	GHG plan
ACR922	Double Bar IFM	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR853	Doyon Ts'ebaa North	Forest Carbon	39329.40891	0	Listing document
ACR857	Doyon Ts'ebaa South	Forest Carbon	12790.55114	1	no documents available
ACR986	Doyon Ts'ima Central	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR987	Doyon Ts'ima East	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR1002	Doyon Ts'oo	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR571	Finite Carbon - AMC Maine Woods Initiative IFM	Forest Carbon	15467.50361	0	GHG plan
ACR790	Finite Carbon - Appalachian Carbon Exchange IFM	Forest Carbon	3035.145	0	"Listing document (figure is approximate and reads ""~7,500 acres"")"
ACR785	Finite Carbon - Bessey Development Company IFM	Forest Carbon	8093.72	0	"Listing document (figure is approximate and reads ""20,000+ acres"")"
ACR891	Finite Carbon - Grace Woodlands IFM	Forest Carbon	4046.86	0	Listing document
ACR822	Finite Carbon - Green Acre Woodlands IFM	Forest Carbon	6070.29	0	"Listing document (figure is approximate and reads ""15,000+ acres"")"
ACR562	Finite Carbon - Hiawatha Sportsman's Club IFM	Forest Carbon	11869.84507	0	GHG plan (sum of project areas in Table E1.2.1)
ACR672	Finite Carbon - L.D. O'Rourke Foundation IFM	Forest Carbon	1195.84713	0	GHG plan
ACR735	Finite Carbon - Loon Echo and Mahoosuc Land Trusts IFM	Forest Carbon	3467.349648	0	GHG plan
ACR843	Finite Carbon - Lykes Bros. Inc. IFM	Forest Carbon	6070.29	0	"Listing document (figure is approximate and reads ""~15,000 acres"")"
ACR910	Finite Carbon - Northeast Carry Woodlands IFM	Forest Carbon	80937.2	0	"Listing document (figure is approximate and reads ""approximately 200,000 acres"")"
ACR558	Finite Carbon - Park Forestry IFM	Forest Carbon	5380.30037	0	GHG plan
ACR786	Finite Carbon - Scott Woodlands IFM	Forest Carbon	2225.773	0	"Listing document (figure is approximate and reads ""5,500+ acres"")"
ACR789	Finite Carbon - Whatcom Land Trust IFM	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR701	Finite Carbon - Windrock Land Company IFM	Forest Carbon	25891.81028	0	GHG plan
ACR888	Flathead Ridge Ranch Forest Carbon Project	Forest Carbon	64749.76	0	"Listing document (figure is approximate and reads ""5,500+ acres"")"
ACR753	Green Diamond Resource Company Lost Trail IFM	Forest Carbon	2651.097986	0	GHG plan
ACR938	Green Diamond Resource Company Southwide Afforestation 1	Forest Carbon	18932.69493	1	no area provided in listing document (no other documents available)
ACR114	GreenTrees ACRE (Advanced Carbon Restored Ecosystem)	Forest Carbon	55300.3419	0	Verification Report published in 2024; note: original GHG plan listed 1 M acres as the target; in 2012 it was close to 6k
ACR757	Gulf Coastal Plain IFM Project	Forest Carbon	232.69445	0	Listing document
ACR394	Hiawatha Club Carbon Project	Forest Carbon	518.402766	0	Verification reports (2023 & 2019); GHG plan document file was corrupted
ACR709	Hodag Forest Project (HFP)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR958	Hood River County Tree Farm	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR637	ILTF/NICC & SIG  Keweenaw Bay Indian Community Forest Carbon Project	Forest Carbon	6214.358216	0	GHG plan
ACR634	ILTF/NICC & SIG Fond Du Lac Band Forest Carbon Project	Forest Carbon	3369.415636	0	GHG plan
ACR716	ILTF/NICC & SIG Mississippi Band of Choctaw Indians Forest Carbon Project	Forest Carbon	10926.522	0	"Listing document (figure is approximate and reads ""approximately 27,000 acres"")"
ACR721	Kibby Skinner IFM Project	Forest Carbon	19180.90234	0	GHG plan
ACR509	Kite Hammock IFM	Forest Carbon	2134.313964	0	GHG plan
ACR483	Lower Green Swamp Preserve	Forest Carbon	2121.364012	0	GHG plan
ACR115	Lower Mississippi Valley Reforestation	Forest Carbon	1190.181526	0	GHG plan
ACR897	Maine St. John River Carbon Project	Forest Carbon	60702.9	0	"Listing document (figure is approximate and reads ""over 150,000 acres"")"
ACR873	Mississippi River Islands Forest Conservation Project	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR848	NativState - Bottomland Forests of the Louisiana Plains (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR954	NativState - Bottomland Forests of the Mississippi Alluvial Plain (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR802	NativState - Bottomland Forests of the Mississippi Delta & Coastal Plains (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR913	NativState - Bottomland Forests of the Mississippi Delta and Piedmont (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR914	NativState - Bottomland Forests of the South-Central Plains (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR955	NativState - Mixed Broadleaf Forests of the Ozark Central Hills and Plateau (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR912	NativState - Mixed Broadleaf Forests of the Ozark Highlands (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR956	NativState - Mixed Broadleaf Forests of the Western Tennessee Plains to the Highland Rim (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR801	NativState - Mixed Upland Forests of the Ozarks & Ouachita Mountains (PDA)	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR783	NativState ñ S&J Taylor Forest Carbon Improved Forest Management Project	Forest Carbon	6967.074176	0	GHG plan
ACR722	North Florida Land Trust Improved Forest Management	Forest Carbon	1608.62685	0	Listing document
ACR879	Northwest Arkansas IFM	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR508	Otter Creek IFM	Forest Carbon	1825.538546	0	GHG plan
ACR539	Puget Sound Energy Baker-White River Forest Carbon Project	Forest Carbon	1871.268064	0	GHG plan
ACR885	Razorback IFM Project	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR197	San Juan National Forest Carbon Demonstration Project (II)	Forest Carbon	307.56136	0	PDD document & web
ACR732	Scott River Shackleford IFM Project	Forest Carbon	5003.537704	0	GHG plan
ACR733	Scott River Whiskey IFM Project	Forest Carbon	7406.158486	0	GHG plan
ACR734	Scott River Wildcat IFM Project	Forest Carbon	3155.741428	0	GHG plan
ACR816	Sheep and Dixie Fire Project	Forest Carbon	18932.69493	1	no documents available
ACR874	TCT Meridian Northwest IFM	Forest Carbon	12790.55114	1	no area provided in listing document (no other documents available)
ACR579	Tennessee Nature Conservance/UT AgResearch Working Woodlands Project	Forest Carbon	4598.851704	0	GHG plan
ACR647	The Nature Conservancy ñ Michigamme Highlands Carbon Project	Forest Carbon	5525.98733	0	GHG plan
ACR574	The Nature Conservancy Washington Rainforest Renewal Project	Forest Carbon	8689.013106	0	GHG plan
ACR983	The Shamrock Ranch Sustainable Forestry Project	Forest Carbon	5514.251436	0	GHG plan
ACR441	TNC-Chestnut Mountain Improved Forest Management Project	Forest Carbon	2248.435416	0	GHG plan
