paperid	authors	year	title	journal	vol	num	pages	article_num	doi	region	country_area	trop_sub	hab_gen	substrate	substrate2	mammals	birds	reptiles	amphibians	fish	invertebrates	plants	fungi	protists	prokaryotes	impact	method	markers	numregions	numsamp	numsamp_notes	summary	lat_approx	lon_approx	geo_notes	data_share	raw_data_archive	procdata_archive
eDNA175	M. Kortmann; N. Roth; J. Buse; J. Hilszczanski; T. Jaworski; J. Moriniere; R. Seidl; S. Thorn; J. C. Muller	2022	Arthropod dark taxa provide new insights into diversity responses to bark beetle infestations	Ecological Applications	32	2	16	e2516	10.1002/eap.2516	Europe	Germany	0	forest	whole organism		0	0	0	0	0	1	0	0	0	1	habitat structure	DNA metabarcoding	COI	1	414	"69 study plots, 1 insect trap per site which was emptied monthly, so assuming 69x6months = 414"	impact of bark beetle disturbance on forest arthropod diversity	52.727052	23.658623	"Sites in Germany, Austria & Poland. Chose Poland."	1	N	Figshare
eDNA176	L. S. Koutika; A. Fiore; S. Tabacchioni; G. Aprea; A. P. D. Pereira; A. Bevivino	2020	Influence of Acacia mangium on Soil Fertility and Bacterial Community in Eucalyptus Plantations in the Congolese Coastal Plains	Sustainability	12	21	21	8763	10.3390/su12218763	Africa	Republic of the Congo	1	forest	sediment		0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	36		impact of Acacia trees on soil prokaryotic communities in Eucalyptus stands	-4.744722	12.030833		1	NCBI	N
eDNA177	A. Krolicka; A. Gomiero; T. Baussant	2020	qPCR-based assessment of microfaunal indicators of oil for monitoring benthos around oil and gas platforms	Science of the Total Environment	736		14	139527	10.1016/j.scitotenv.2020.139527	Europe	Norway	0	marine	sediment		0	0	0	0	0	0	0	0	1	1	pollution	DNA metabarcoding + qPCR (DNA)	16S; 18S	2	44		impact of oil platform pollution on bacteria and foraminifera	60.570339	3.741027		1	NCBI	N
eDNA178	A. Kulas; M. G. Udovic; K. Tapolczai; P. Zutinic; S. Orlic; Z. Levkov	2022	Diatom eDNA metabarcoding and morphological methods for bioassessment of karstic river	Science of the Total Environment	829		13	154536	10.1016/j.scitotenv.2022.154536	Europe	Croatia	0	freshwater	surface scrape		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	rbcL	1	36		impact of water quality on diatom assemblages (water quality index; diatoms collected by scraping rocks)	44.0088	16.038878		1	ENA	N
eDNA179	F. Kuntke; N. de Jonge; M. Hesselsoe; J. L. Nielsen	2020	Stream water quality assessment by metabarcoding of invertebrates	Ecological Indicators	111		8	105982	10.1016/j.ecolind.2019.105982	Europe	Denmark	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	59		impact of water quality on invertebrate communities (kicknet samples; compared with morphological index of water quality)	55.635444	12.04929	"All over Denmark, chose area in largest site cluster"	1	ENA	N
eDNA180	S. N. Kutty; R. K. Loh; W. Bannister; D. Taylor	2022	Evaluation of a diatom eDNA-based technique for assessing water quality variations in tropical lakes and reservoirs	Ecological Indicators	141		12	109108	10.1016/j.ecolind.2022.109108	Asia	Singapore	1	freshwater	water		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	rbcL; 18S	2	109		impact of resevoir water quality on diatom communities (evaluating water quality index)	1.36835	103.804887		1	NCBI	Supplement
eDNA181	A. Lacerda; M. C. Proietti; E. R. Secchi; J. D. Taylor	2020	Diverse groups of fungi are associated with plastics in the surface waters of the Western South Atlantic and the Antarctic Peninsula	Molecular Ecology	29	10	1903-1918		10.1111/mec.15444	Multiple	S. Atlantic / Antarctic Ocean	0	marine	surface scrape		0	0	0	0	0	0	0	1	0	0	pollution	DNA metabarcoding	ITS2; 18S	2	58		"impact of plastic pollution on marine fungal communities (i.e., characterizing fungi associated with plastics)"	-64.699138	-63.242603	Bunch of sites off Brazil coast and Antarctic Peninsula. Chose Antarctica	1	ENA	Figshare
eDNA182	A. Lacerda; J. D. Taylor; L. D. S. Rodrigues; F. Kessler; E. Secchi; M. C. Proietti	2022	Floating plastics and their associated biota in the Western South Atlantic	Science of the Total Environment	805		14	150186	10.1016/j.scitotenv.2021.150186	South America	Brazil	1	marine	surface scrape		0	0	0	0	0	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S	2	32		"impact of plastic pollution on marine prokaryote, protist, and fungal communities (i.e., characterizing species associated with plastics)"	-31.885249	-51.606347		0	N	N
eDNA183	D. Lallias; J. G. Hiddink; V. G. Fonseca; J. M. Gaspar; W. Sung; S. P. Neill; N. Barnes; T. Ferrero; N. Hall; P. J. D. Lambshead; M. Packer; W. K. Thomas; S. Creer	2015	Environmental metabarcoding reveals heterogeneous drivers of microbial eukaryote diversity in contrasting estuarine ecosystems	Isme Journal	9	5	1208-1221		10.1038/ismej.2014.213	Europe	UK	0	marine + freshwater	sediment		0	0	0	0	0	1	0	1	1	0	nutrients	DNA metabarcoding	18S	1	104		"impact of salinity gradient on protists, fungi, and invertebrates (sampling spanned fresh to salt water)"	51.465197	0.29659	Second set of sites on western side of the country (UK)	0	N	N
eDNA184	A. Lanzen; T. G. Dahlgren; A. Bagi; J. T. Hestetun	2021	"Benthic eDNA metabarcoding provides accurate assessments of impact from oil extraction, and ecological insights"	Ecological Indicators	130		13	108064	10.1016/j.ecolind.2021.108064	Europe	Norway	0	marine	sediment		0	0	0	0	0	1	0	0	1	0	pollution	DNA metabarcoding	COI; 18S	2	291		impact of oil drilling pollution on benthic metazoans and protists	61.036686	3.422003		1	INSDC	Zenodo
eDNA185	A. Lanzen; K. Lekang; I. Jonassen; E. M. Thompson; C. Troedsson	2016	High-throughput metabarcoding of eukaryotic diversity for environmental monitoring of offshore oil-drilling activities	Molecular Ecology	25	17	4392-4406		10.1111/mec.13761	Europe	Norway	0	marine	sediment		0	0	0	0	0	1	0	0	1	0	pollution	DNA metabarcoding + qPCR (DNA)	18S	1	45		impact of oil drilling pollution on benthic metazoans and protists	61.036686	3.422003	Also have sites up in Barents Sea by Svalbard	1	NCBI	Supplement
eDNA186	A. Lanzen; I. Mendibil; A. Borja; L. Alonso-Saez	2021	A microbial mandala for environmental monitoring: Predicting multiple impacts on estuarine prokaryote communities of the Bay of Biscay	Molecular Ecology	30	13	2969-2987		10.1111/mec.15489	Europe	Bay of Biscay	0	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	251		impact of estuarine water quality on benthic bacterial communities	43.28225	-2.967137		1	ENA	Zenodo
eDNA187	O. Laroche; S. Meier; S. A. Mjos; N. Keeley	2022	Suspension-Feeding Benthic Species' Physiological and Microbiome Response to Salmon Farming and Associated Environmental Changes	Frontiers in Marine Science	9		22	841806	10.3389/fmars.2022.841806	Europe	Norway	0	marine	surface scrape		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	142	"of those, 25 failed to amplify"	impact of pollution from salmon farming on bacteria colonizing hard surfaces	43.28225	-2.967137		1	NCBI	N
eDNA188	O. Laroche; X. Pochon; L. A. Tremblay; J. I. Ellis; G. Lear; S. A. Wood	2018	Incorporating molecular-based functional and co-occurrence network properties into benthic marine impact assessments	Fems Microbiology Ecology	94	11	12	fiy167	10.1093/femsec/fiy167	Oceania	New Zealand	0	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	45	45 taken (8 of those failed to amplify)	impact of pollution from oil platforms on benthic bacterial composition	-39.97295	173.2997		1	NCBI	N
eDNA189	O. Laroche; X. Pochon; S. A. Wood; N. Keeley	2021	Beyond taxonomy: Validating functional inference approaches in the context of fish-farm impact assessments	Molecular Ecology Resources	21	7	2264-2277		10.1111/1755-0998.13426	Europe	Norway	0	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	10	"based on ""Sample collection"" paragraph in Methods"	impact of fish farms on benthic bacteria	70	21	Sites in northern and middle Norway. Chose northern	1	NCBI	N
eDNA190	O. Laroche; S. A. Wood; L. A. Tremblay; J. I. Ellis; G. Lear; X. Pochon	2018	A cross-taxa study using environmental DNA/RNA metabarcoding to measure biological impacts of offshore oil and gas drilling and production operations	Marine Pollution Bulletin	127		97-107		10.1016/j.marpolbul.2017.11.042	Oceania	New Zealand	0	marine	sediment		0	0	0	0	0	1	0	0	1	1	pollution	DNA/RNA metabar.	16S; 18S	2	63		"impact of oil platform pollution on bacteria, foraminifera, other protists, and invertebrates"	-39.97295	173.2997		1	NCBI	Supplement
eDNA191	O. Laroche; S. A. Wood; L. A. Tremblay; J. I. Ellis; F. Lejzerowicz; J. Pawlowski; G. Lear; J. Atalah; X. Pochon	2016	First evaluation of foraminiferal metabarcoding for monitoring environmental impact from an offshore oil drilling site	Marine Environmental Research	120		225-235		10.1016/j.marenvres.2016.08.009	Oceania	New Zealand	0	marine	sediment		0	0	0	0	0	0	0	0	1	0	pollution	DNA/RNA metabar.	18S	1	51	51 taken (15 of those failed to amplify)	impact of oil platform pollution on benthic foraminifera	-39.355278	173.340833		1	NCBI	N
eDNA192	O. Laroche; S. A. Wood; L. A. Tremblay; G. Lear; J. I. Ellis; X. Pochon	2017	Metabarcoding monitoring analysis: the pros and cons of using co-extracted environmental DNA and RNA data to assess offshore oil production impacts on benthic communities	Peerj	5		24	e3347	10.7717/peerj.3347	Oceania	New Zealand	0	marine	sediment		0	0	0	0	0	1	0	1	1	1	pollution	DNA/RNA metabar.	16S; 18S	2	18	from Results	"impact of oil platform pollution on bacteria, protists, and invertebrates"	-39.97295	173.2997		1	NCBI	N
eDNA193	A. H. Lee; J. Lee; S. Hong; B. O. Kwon; Y. W. Xie; J. P. Giesy; X. W. Zhang; J. S. Khim	2020	"Integrated assessment of west coast of South Korea by use of benthic bacterial community structure as determined by eDNA, concentrations of contaminants, and in vitro bioassays"	Environment International	137		9	105569	10.1016/j.envint.2020.105569	Asia	South Korea	0	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	60	60 taken but 50 amplified (from Fig. 2)	impact of water quality on benthic bacteria	36.915483	126.905283		0	N	N
eDNA194	A. H. Lee; J. Lee; J. Noh; C. Lee; S. Hong; B. O. Kwon; J. J. Kim; J. S. Khim	2020	Characteristics of long-term changes in microbial communities from contaminated sediments along the west coast of South Korea: Ecological assessment with eDNA and physicochemical analyses	Marine Pollution Bulletin	160		9	111592	10.1016/j.marpolbul.2020.111592	Asia	South Korea	0	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	45	45 taken though 39 amplified (from Fig. 2)	impact of water quality on benthic bacteria (ecosystem health indicator)	36.915483	126.905283		0	N	N
eDNA195	B. R. Lee; M. G. Park	2022	"Drifting marine plastics as new ecological habitats for harmful eukaryotic microbial communities in Jeju Strait, Korea"	Frontiers in Marine Science	9		14	985756	10.3389/fmars.2022.985756	Asia	South Korea	1	marine	surface scrape + water		0	0	0	0	0	0	0	1	1	0	pollution	DNA metabarcoding	18S	1	42		impact of plastic pollution on fungi and protist communties	33.468609	126.314829		1	NCBI	N
eDNA196	J. Lee; T. Kim; S. J. Yoon; S. Kim; A. H. Lee; B. O. Kwon; A. A. Allam; A. A. Al-khedhairy; H. Lee; J. J. Kim; S. Hong; J. S. Khim	2019	"Multiple evaluation of the potential toxic effects of sediments and biota collected from an oil-polluted area around Abu Ali Island, Saudi Arabia, Arabian Gulf"	Ecotoxicology and Environmental Safety	183		8	109547	10.1016/j.ecoenv.2019.109547	Asia	Saudi Arabia	1	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	4		impact of oil spill pollution on near-shore sediment bacterial communities	27.345555	49.514309		0	N	N
eDNA197	A. J. Lem; C. Liddicoat; A. Bissett; C. Cando-Dumancela; M. G. Gardner; S. D. Peddle; C. D. Watson; M. F. Breed	2022	Does revegetation cause soil microbiota recovery? Evidence from revisiting a revegetation chronosequence 6 years after initial sampling	Restoration Ecology	30	8	14	e13635	10.1111/rec.13635	Oceania	Australia	0	forest	sediment		0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	150	25 sites / yr x 2 yr x 3 reps / site	impact of reforestation on soil bacterial communities	-35.07	138.42		0	N	N
eDNA198	B. M. L. Leroy; S. Seibold; J. Moriniere; V. Bozicevic; J. Jaworek; N. Roth; S. Vogel; S. Zytynska; R. Petercord; P. Eichel; W. W. Weisser	2022	Metabarcoding of canopy arthropods reveals negative impacts of forestry insecticides on community structure across multiple taxa	Journal of Applied Ecology	59	4	997-1012		10.1111/1365-2664.14110	Europe	Germany	0	forest	whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	20		impact of forestry insecticides on arthropod diversity	50.05706	10.08311		1	N	Dryad
eDNA199	F. L. Li; F. Altermatt; J. H. Yang; S. Q. An; A. M. Li; X. W. Zhang	2020	Human activities' fingerprint on multitrophic biodiversity and ecosystem functions across a major river catchment in China	Global Change Biology	26	12	6867-6879		10.1111/gcb.15357	Asia	China	1	freshwater	water		0	0	0	0	0	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S; COI	3	222		impact of water quality (anthropogenic impacts) on multi-taxa diversity	33.822054	113.602232		0	N	N
eDNA200	F. L. Li; F. Guo; W. Gao; Y. P. Cai; Y. Zhang; Z. F. Yang	2022	Environmental DNA Biomonitoring Reveals the Interactive Effects of Dams and Nutrient Enrichment on Aquatic Multitrophic Communities	Environmental Science & Technology	56	23	16952-16963		10.1021/acs.est.2c06919	Asia	China	1	freshwater	water		0	0	0	0	1	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S; COI; 12S	4	132		impact of dams and eutrophication on multi-taxa biodiversity	24.363748	115.080562		1	NCBI	N
eDNA201	F. L. Li; S. Qin; Z. Y. Wang; Y. Zhang; Z. F. Yang	2023	Environmental DNA metabarcoding reveals the impact of different land use on multitrophic biodiversity in riverine systems	Science of the Total Environment	855		11	158958	10.1016/j.scitotenv.2022.158958	Asia	China	1	freshwater	water		0	0	0	0	1	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S; COI; 12S	4	22		impact of water quality (anthropogenic impacts) on multi-taxa diversity	24.363748	115.080562		0	N	N
eDNA202	F. L. Li; S. P. Wang; Y. Zhang; N. Zhang; Y. P. Cai; Z. F. Yang	2022	DNA metabarcoding reveals human impacts on macroinvertebrate communities in polluted headwater streams: Evidence from the Liao River in northeast China	Environmental Pollution	300		10	118929	10.1016/j.envpol.2022.118929	Asia	China	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	12		impact of water quality (anthropogenic impacts) on macroinvertebrate diversity	41.811333	123.3825		0	N	N
eDNA203	F. L. Li; Y. Zhang; F. Altermatt; X. W. Zhang	2021	Consideration of Multitrophic Biodiversity and Ecosystem Functions Improves Indices on River Ecological Status	Environmental Science & Technology	55	24	16434-16444		10.1021/acs.est.1c05899	Asia	China	1	freshwater	water		0	0	0	0	0	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S; COI	3	108		impact of water quality (anthropogenic impacts) on multi-taxa diversity	33.822054	113.602232		0	N	N
eDNA205	J. L. Li; T. W. Hatton-Ellis; L. J. L. Handley; H. S. Kimbell; M. Benucci; G. Peirson; B. Hanfling	2019	Ground-truthing of a fish-based environmental DNA metabarcoding method for assessing the quality of lakes	Journal of Applied Ecology	56	5	1232-1244		10.1111/1365-2664.13352	Europe	UK	0	freshwater	water		0	0	0	0	1	0	0	0	0	0	pollution	DNA metabarcoding	cytb; 12S	2	252		impact of water quality on fish communities (ecosystem health)	53.136873	-4.168893		1	NCBI	Zenodo
eDNA206	X. P. Li; V. Skillman; J. Dung; K. Frost	2022	Legacy effects of fumigation on soil bacterial and fungal communities and their response to metam sodium application	Environmental Microbiome	17	1	17	59	10.1186/s40793-022-00454-w	North America	USA	0	other terrestrial	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	48		"effects of fumigation on soil bacterial communities (ag system, but ecology focused)"	45.807322	-119.706416		1	NCBI	GitHub
eDNA207	D. Liang; J. X. Song; J. Xia; J. B. Chang; F. H. Kong; H. T. Sun; Q. Wu; D. D. Cheng; Y. X. Zhang	2022	Effects of heavy metals and hyporheic exchange on microbial community structure and functions in hyporheic zone	Journal of Environmental Management	303		14	114201	10.1016/j.jenvman.2021.114201	Asia	China	1	freshwater	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	36		effects of heavy metal pollution on river sediment bacteria	34.34	107.38		0	N	N
eDNA208	C. Liddicoat; S. L. Krauss; A. Bissett; R. J. Borrett; L. C. Ducki; S. D. Peddle; P. Bullock; M. P. Dobrowolski; A. Grigg; M. Tibbett; M. F. Breed	2022	Next generation restoration metrics: Using soil eDNA bacterial community data to measure trajectories towards rehabilitation targets	Journal of Environmental Management	310		12	114748	10.1016/j.jenvman.2022.114748	Oceania	Australia	1	forest	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	87		impact of mine reforestation on soil bacteria	-32.612222	116.099083		1	Bioplatforms (Australia)	Figshare
eDNA209	Y. J. Lin; C. Moreno; A. Marchetti; H. Ducklow; O. Schofield; E. Delage; M. Meredith; Z. C. Li; D. Eveillard; S. Chaffron; N. Cassar	2021	Decline in plankton diversity and carbon flux with reduced sea ice extent along the Western Antarctic Peninsula	Nature Communications	12	1	9	4948	10.1038/s41467-021-25235-w	Antarctica	Antarctica	0	marine	water		0	0	0	0	0	0	0	0	1	0	habitat structure	DNA metabarcoding	18S	1	119		impact of sea ice on phytoplankton	-66.333642	-67.200597		1	NCBI	Supplement
eDNA210	Y. P. Lin; O. Vidjak; D. Ezgeta-Balic; D. B. Varezic; T. Segvic-Bubic; N. Staglicic; A. B. Zhan; E. Briski	2022	Plankton diversity in Anthropocene: Shipping vs. aquaculture along the eastern Adriatic coast assessed through DNA metabarcoding	Science of the Total Environment	807		12	151043	10.1016/j.scitotenv.2021.151043	Europe	Croatia	0	marine	water		0	0	0	0	0	1	0	0	1	0	pollution	DNA metabarcoding	18S	1	10		impact of port and aquaculture pollution on eukaryotic plankton	43.474779	16.539283		1	N	PANGEA
eDNA211	M. X. Liu; S. C. Baker; C. P. Burridge; G. J. Jordan; L. J. Clarke	2020	DNAmetabarcoding captures subtle differences in forest beetle communities following disturbance	Restoration Ecology	28	6	1475-1484		10.1111/rec.13236	Oceania	Australia	0	forest	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI; 16S	2	24		impact of logging on forest floor invertebrates (pitfall traps)	-42.44	146.38		1	NCBI	N
eDNA212	K. E. Lorberau; S. S. Botnen; S. Mundra; A. B. Aas; J. Rozema; P. B. Eidesen; H. Kauserud	2017	Does warming by open-top chambers induce change in the root-associated fungal community of the arctic dwarf shrub Cassiope tetragona (Ericaceae)?	Mycorrhiza	27	5	513-524		10.1007/s00572-017-0767-y	Europe	Norway	0	grassland	organism microbiome	plants	0	0	0	0	0	0	0	1	0	0	temperature	DNA metabarcoding	ITS2	1	15		impact of experimental warming on fungi associated with the roots of a shrub	78.183333	15.733333		1	Dryad	Dryad
eDNA213	K. Lunn; T. Froslev; M. Rhodes; L. Taylor; H. F. M. Oliveira; C. E. A. Gresty; E. L. Clare	2022	Non-target effects of agri-environmental schemes on solitary bees and fungi in the United Kingdom	Bulletin of Entomological Research	112	6	734-744	Pii s0007485322000414	10.1017/s0007485322000414	Europe	UK	0	other terrestrial	organism microbiome	invertebrates	0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	139		impact of land use resulting from agrienvironmental schemes on fungi transported by bees	51.987778	-1.114444		0	N	N
eDNA214	C. Lynggaard; D. G. W. Yu; G. Oliveira; C. F. Caldeira; S. J. Ramos; M. R. Ellegaard; M. T. P. Gilbert; M. Gastauer; K. Bohmann	2020	DNA-Based Arthropod Diversity Assessment in Amazonian Iron Mine Lands Show Ecological Succession Towards Undisturbed Reference Sites	Frontiers in Ecology and Evolution	8		15	590976	10.3389/fevo.2020.590976	South America	Brazil	1	forest	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	32		impact of reforestation following mining on Amazonian arthropods (malaise traps)	-6.058611	-50.176944		1	University of Copenhagen Electronic Research Data Archive	GitHub
eDNA215	X. H. Ma; H. W. Yang; X. Zhong; P. Zeng; X. J. Zhou; S. Zeng; X. H. Dong; W. W. Min; F. J. Huang	2022	"eDNA Metabarcoding Analysis of the Composition and Spatial Patterns of Fish Communities in the Sanbanxi Reservoir, China"	Sustainability	14	20	14	12966	10.3390/su142012966	Asia	China	1	freshwater	water		0	0	0	0	1	0	0	0	0	0	habitat structure	DNA metabarcoding	12S	1	10		impact of resevoir creation (damming) on river fish communities	26.575	108.966667		0	N	N
eDNA217	F. Maillard; E. Andrews; M. Moran; P. G. Kennedy; S. J. Van Bloem; J. S. Schilling	2020	Stem-inhabiting fungal communities differ between intact and snapped trees after hurricane Maria in a Puerto Rican tropical dry forest	Forest Ecology and Management	475		9	118350	10.1016/j.foreco.2020.118350	Caribbean	Puerto Rico	1	forest	organism microbiome	plants	0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	40		impact of hurricaine damage on fungi inhabiting tree twigs	18	-66.916667		0	N	N
eDNA218	E. K. Martin; S. Kemal; N. R. Henrik; E. Alexander; C. Natalia; J. C. Henrik; B. Thomas; B. Hans; K. Erik	2020	Triclosan changes community composition and selects for specific bacterial taxa in marine periphyton biofilms in low nanomolar concentrations	Ecotoxicology	29	7	1083-1094		10.1007/s10646-020-02246-9	Europe	Sweden	0	marine	surface scrape		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	13		impact of triclosan on bacteria in seawater	58.249807	11.444487		1	NCBI	Supplement
eDNA219	P. Martin-Pinto; I. Sanz-Benito; M. Santos; J. A. Oria-de-Rueda; J. Geml	2021	Anthropological impacts determine the soil fungal distribution of Mediterranean oak stands	Ecological Indicators	132		13	108343	10.1016/j.ecolind.2021.108343	Europe	Spain	0	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	36		impact of forest management regime on soil fungi	41.781489	-6.301665		0	N	N
eDNA220	A. Martinez; E. M. Eckert; T. Artois; G. Careddu; M. Casu; M. Curini-Galletti; V. Gazale; S. Gobert; V. N. Ivanenko; U. Jondelius; M. Marzano; G. Pesole; A. Zanello; M. A. Todaro; D. Fontaneto	2020	Human access impacts biodiversity of microscopic animals in sandy beaches	Communications Biology	3	1	9	175	10.1038/s42003-020-0912-6	Europe	Italy	0	other terrestrial	sediment		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	18S	1	33		impact of human access on microscopic fauna of sandy beaches	41.057079	8.271656		1	NCBI	Supplement
eDNA221	M. Martinez-Santos; A. Lanzen; J. Unda-Calvo; I. Martin; C. Garbisu; E. Ruiz-Romera	2018	Treated and untreated wastewater effluents alter river sediment bacterial communities involved in nitrogen and sulphur cycling	Science of the Total Environment	633		1051-1061		10.1016/j.scitotenv.2018.03.229	Europe	Spain	0	freshwater	water + sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	16		impact of wastewater on river sediment bacteria	43.114889	-2.41911		1	ENA	N
eDNA222	B. Martins; I. Silva-Rocha; V. A. Mata; Y. Goncalves; R. Rocha; C. Rato	2022	Trophic interactions of an invasive gecko in an endemic-rich oceanic island: Insights using DNA metabarcoding	Frontiers in Ecology and Evolution	10		13	1044230	10.3389/fevo.2022.1044230	Africa	Portugal (Madeira)	1	other terrestrial	organism diet	reptiles	0	0	0	0	0	1	0	0	0	0	invasive species	DNA metabarcoding	COI	1	127		impact of an invasive gecko on native fauna as inferred from diet metabarcoding	32.647703	-16.969867		1	ENA	Figshare
eDNA223	F. M. S. Martins; M. J. Feio; M. Porto; A. F. Filipe; A. Bonin; S. R. Q. Serra; P. C. Alves; P. Taberlet; P. Beja	2021	Assessing changes in stream macroinvertebrate communities across ecological gradients using morphological versus DNA metabarcoding approaches	Science of the Total Environment	797		12	149030	10.1016/j.scitotenv.2021.149030	Europe	Portugal	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI; 16S; 18S	3	80		impact of water quality on macroinvertebrates (compared to morphological index)	40.470768	-8.237466		1	N	BioStudies
eDNA224	F. Maucourt; A. Cebron; H. Budzinski; K. Le Menach; L. Peluhet; S. Czarnes; D. Melayah; D. Chapulliot; L. Vallon; G. Plassart; M. Hugoni; L. Fraissinet-Tachet	2023	"Prokaryotic, Microeukaryotic, and Fungal Composition in a Long-Term Polychlorinated Biphenyl-Contaminated Brownfield"	Microbial Ecology			13		10.1007/s00248-022-02161-y	Europe	France	0	other terrestrial	sediment		0	0	0	0	0	0	0	1	1	1	pollution	DNA metabarcoding	16S; 18S; ITS2	3	20		"impact of PCBs on fungi, microeukaryotes, and bacteria in soil"	45.136578	5.697205		1	ENA	N
eDNA225	F. Mauffrey; T. Cordier; L. Apotheloz-Perret-Gentil; K. Cermakova; T. Merzi; M. Delefosse; P. Blanc; J. Pawlowski	2021	Benthic monitoring of oil and gas offshore platforms in the North Sea using environmental DNA metabarcoding	Molecular Ecology	30	13	3007-3022		10.1111/mec.15698	Europe	Denmark	0	marine	sediment		0	0	0	0	0	1	0	1	1	1	pollution	DNA metabarcoding	COI; 18S	2	126		impact of oil drilling pollution on benthic metazoans and protists	55.480717	5.108083		1	NCBI	N
eDNA227	P. J. McInerney; G. N. Rees	2018	More (or less?) bounce for the ounce: a comparison of environmental DNA and classical approaches for bioassessment	Marine and Freshwater Research	69	6	992-996		10.1071/mf17250	Oceania	Australia	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	invasive species	DNA metabarcoding	18S	1	36		impact of invasive willows on stream macroinvertebrates	-36.47593	147.501347		0	N	N
eDNA228	M. P. Mejia; C. A. Rojas; E. Curd; M. A. Renshaw; K. Edalati; B. Shih; N. Vincent; M. X. Lin; P. H. Nguyen; R. Wayne; K. Jessup; S. S. Parker	2023	Soil Microbial Community Composition and Tolerance to Contaminants in an Urban Brownfield Site	Microbial Ecology			15		10.1007/s00248-022-02061-1	North America	USA	1	other terrestrial	sediment		1	0	0	0	1	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S; ITS2	3	55		"impact of industrial pollution (brownfield) on multi-taxa diversity (fungi, bacteria, many eukaryotes)"	34.097676	-118.238639		1	NCBI	GitHub
eDNA230	A. D. Minerovic; M. G. Potapova; C. M. Sales; J. R. Price; M. D. Enache	2020	18S-V9 DNA metabarcoding detects the effect of water-quality impairment on stream biofilm eukaryotic assemblages	Ecological Indicators	113		12	106225	10.1016/j.ecolind.2020.106225	North America	USA	0	freshwater	surface scrape		0	0	0	0	0	1	0	1	1	0	pollution	DNA metabarcoding	18S	1	84		impact of water quality on microeukaryotic communities (use as a water quality indicator)	40.895354	-74.838179		1	NCBI	N
eDNA231	K. Miyata; Y. Inoue; Y. Amano; T. Nishioka; T. Nagaike; T. Kawaguchi; O. Morita; M. Yamane; H. Honda	2022	Comparative environmental RNA and DNA metabarcoding analysis of river algae and arthropods for ecological surveys and water quality assessment	Scientific Reports	12	1	13	19828	10.1038/s41598-022-23888-1	Asia	Japan	0	freshwater	water		0	0	0	0	0	1	0	0	1	0	pollution	DNA/RNA metabar.	16S; psbA	2	22		impact of water quality on algae and macroinvertebrate communities (evaluated use as a water quality indicator; compared eRNA/eDNA)	36.548611	140.326111		0	N	N
